,pid,Beryl,nclus,#pids
1391,48c02db0-107e-4413-ae6a-60793ec7cc14,ORBl,131,9
1392,48c02db0-107e-4413-ae6a-60793ec7cc14,AId,25,10
1393,48c02db0-107e-4413-ae6a-60793ec7cc14,MOs,67,39
1394,55423355-281c-41f2-8ef7-5aa098ffbbed,LA,37,3
1397,55423355-281c-41f2-8ef7-5aa098ffbbed,SSs,127,7
1398,55423355-281c-41f2-8ef7-5aa098ffbbed,SSp-bfd,63,22
1399,316a733a-5358-4d1d-9f7f-179ba3c90adf,ZI,46,34
1400,316a733a-5358-4d1d-9f7f-179ba3c90adf,VPL,16,17
1402,316a733a-5358-4d1d-9f7f-179ba3c90adf,LGd,18,20
1403,316a733a-5358-4d1d-9f7f-179ba3c90adf,CA3,11,59
1405,316a733a-5358-4d1d-9f7f-179ba3c90adf,CA1,13,118
1406,316a733a-5358-4d1d-9f7f-179ba3c90adf,SSp-bfd,44,22
1407,3fd2d2b3-9415-4b6e-b392-40427fb1c388,ACB,50,19
1408,3fd2d2b3-9415-4b6e-b392-40427fb1c388,CP,173,58
1409,3fd2d2b3-9415-4b6e-b392-40427fb1c388,MOp,37,30
1411,1e104bf4-7a24-4624-a5b2-c2c8289c0de7,COAp,29,12
1413,1e104bf4-7a24-4624-a5b2-c2c8289c0de7,BMA,33,9
1414,1e104bf4-7a24-4624-a5b2-c2c8289c0de7,CA1,17,118
1416,1e104bf4-7a24-4624-a5b2-c2c8289c0de7,CA3,105,59
1417,6638cfb3-3831-4fc2-9327-194b76cf22e1,MOB,46,3
1418,6638cfb3-3831-4fc2-9327-194b76cf22e1,FRP,44,10
1423,da8dfec1-d265-44e8-84ce-6ae9c109b8bd,BST,16,10
1424,da8dfec1-d265-44e8-84ce-6ae9c109b8bd,LSv,35,12
1425,da8dfec1-d265-44e8-84ce-6ae9c109b8bd,LSr,140,24
1427,6fc4d73c-2071-43ec-a756-c6c6d8322c8b,PO,26,42
1429,6fc4d73c-2071-43ec-a756-c6c6d8322c8b,LP,24,59
1436,eb04cc7c-7c10-4e7f-8593-9c3b9b6986f5,TRS,21,4
1440,b33e4298-a735-4781-8dea-d7203b4137fb,PVT,17,8
1441,b33e4298-a735-4781-8dea-d7203b4137fb,SF,15,6
1442,b33e4298-a735-4781-8dea-d7203b4137fb,LSc,11,8
1443,d151b391-e6e4-4daf-bd9c-191f4ad837b4,MD,20,13
1449,0f306cdc-878a-4ea0-9e91-b97736731637,PAG,10,36
1453,8386f396-0a69-48b5-98d4-18801066ea76,SI,12,23
1454,8386f396-0a69-48b5-98d4-18801066ea76,BST,14,10
1456,8386f396-0a69-48b5-98d4-18801066ea76,LSr,81,24
1457,31d8dfb1-71fd-4c53-9229-7cd48bee07e4,PIR,39,19
1458,31d8dfb1-71fd-4c53-9229-7cd48bee07e4,ORBl,23,9
1460,31d8dfb1-71fd-4c53-9229-7cd48bee07e4,MOs,10,39
1463,68f5f1e4-5e88-4aa5-8a1a-94b691adb11e,ACB,15,19
1464,68f5f1e4-5e88-4aa5-8a1a-94b691adb11e,CP,91,58
1467,02328ef5-47d4-4690-b020-04b6315aa2d6,ACB,18,19
1468,02328ef5-47d4-4690-b020-04b6315aa2d6,CP,111,58
1469,06c6741e-9f2a-4114-8ca9-0dc5ccc951e6,AON,33,14
1470,06c6741e-9f2a-4114-8ca9-0dc5ccc951e6,ORBl,36,9
1471,06c6741e-9f2a-4114-8ca9-0dc5ccc951e6,FRP,10,10
1472,06c6741e-9f2a-4114-8ca9-0dc5ccc951e6,MOs,14,39
1476,8ee585ba-d055-4bb5-bc5f-2266a3d62bf4,VPM,12,33
1477,8ee585ba-d055-4bb5-bc5f-2266a3d62bf4,PO,21,42
1485,63a32e5c-f63a-450d-85cb-140947b67eaf,APN,36,40
1487,63a32e5c-f63a-450d-85cb-140947b67eaf,CA1,14,118
1488,63a32e5c-f63a-450d-85cb-140947b67eaf,VISpm,13,11
1490,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,PARN,12,15
1491,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,MV,10,19
1494,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,SUV,11,8
1495,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,IP,10,20
1496,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,SIM,32,16
1498,6eb8be8d-d089-43c6-b2e4-a6558ca16dcf,PVT,18,8
1501,6eb8be8d-d089-43c6-b2e4-a6558ca16dcf,MOs,19,39
1502,6eb8be8d-d089-43c6-b2e4-a6558ca16dcf,MOp,65,30
1503,784c5282-2749-48ca-b211-100d0b24e29b,PSV,13,4
1504,784c5282-2749-48ca-b211-100d0b24e29b,PARN,19,15
1505,784c5282-2749-48ca-b211-100d0b24e29b,PB,14,19
1506,784c5282-2749-48ca-b211-100d0b24e29b,CENT3,14,19
1507,b78b3c42-eee5-47c6-9717-743b78c0b721,MG,14,12
1509,b78b3c42-eee5-47c6-9717-743b78c0b721,ProS,38,15
1510,b78b3c42-eee5-47c6-9717-743b78c0b721,CA1,13,118
1511,b78b3c42-eee5-47c6-9717-743b78c0b721,VISp,68,26
1512,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,ENTl,23,12
1513,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,CA1,91,118
1514,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISli,13,7
1515,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,VISl,22,9
1516,bbf6a51e-2999-4982-803f-8769db095dd2,NI,28,2
1518,bbf6a51e-2999-4982-803f-8769db095dd2,DTN,20,2
1519,bbf6a51e-2999-4982-803f-8769db095dd2,CENT2,15,10
1522,e31b4e39-e350-47a9-aca4-72496d99ff2a,ZI,18,34
1523,e31b4e39-e350-47a9-aca4-72496d99ff2a,VPLpc,27,10
1525,e31b4e39-e350-47a9-aca4-72496d99ff2a,PO,78,42
1526,e31b4e39-e350-47a9-aca4-72496d99ff2a,LP,58,59
1527,e31b4e39-e350-47a9-aca4-72496d99ff2a,DG,10,95
1530,2d544e7f-c8af-46b5-aaa0-caf0ad4d63a1,IP,12,20
1531,2d544e7f-c8af-46b5-aaa0-caf0ad4d63a1,SIM,29,16
1533,64f4afa4-ec5f-4ad6-ab28-415a9a8098ed,EPv,13,6
1534,64f4afa4-ec5f-4ad6-ab28-415a9a8098ed,CA1,20,118
1537,64aadf54-d662-4934-8c08-cad14ee5b69f,SPIV,13,10
1538,64aadf54-d662-4934-8c08-cad14ee5b69f,NOD,17,9
1540,64aadf54-d662-4934-8c08-cad14ee5b69f,CUL4 5,26,25
1541,7be00744-2e27-4062-8f56-3969e24e9990,VPM,40,33
1543,7be00744-2e27-4062-8f56-3969e24e9990,LP,19,59
1545,7be00744-2e27-4062-8f56-3969e24e9990,LGd,14,20
1546,7be00744-2e27-4062-8f56-3969e24e9990,CA3,14,59
1547,7be00744-2e27-4062-8f56-3969e24e9990,CA1,13,118
1548,7be00744-2e27-4062-8f56-3969e24e9990,SSp-bfd,55,22
1549,7be00744-2e27-4062-8f56-3969e24e9990,SSp-tr,33,12
1551,834fca72-0b69-44e4-b77e-95a61290b50d,ZI,11,34
1553,834fca72-0b69-44e4-b77e-95a61290b50d,PO,35,42
1554,834fca72-0b69-44e4-b77e-95a61290b50d,Eth,14,16
1555,834fca72-0b69-44e4-b77e-95a61290b50d,LP,26,59
1558,05ccc92c-fcb0-4e92-84d3-de033890c7a8,BLA,14,5
1559,05ccc92c-fcb0-4e92-84d3-de033890c7a8,LA,13,3
1560,05ccc92c-fcb0-4e92-84d3-de033890c7a8,CP,17,58
1562,8ac7e5d5-57a4-41c8-a35d-8195784bfe95,DMH,13,2
1563,8ac7e5d5-57a4-41c8-a35d-8195784bfe95,SMT,26,4
1566,8ac7e5d5-57a4-41c8-a35d-8195784bfe95,MD,43,13
1572,be76cfe3-b2bb-4358-956b-0fad07215972,AM,19,6
1573,be76cfe3-b2bb-4358-956b-0fad07215972,IAD,15,2
1574,be76cfe3-b2bb-4358-956b-0fad07215972,MD,39,13
1575,be76cfe3-b2bb-4358-956b-0fad07215972,MH,11,2
1578,36362f75-96d8-4ed4-a728-5e72284d0995,PO,40,42
1579,36362f75-96d8-4ed4-a728-5e72284d0995,Eth,44,16
1580,36362f75-96d8-4ed4-a728-5e72284d0995,LP,34,59
1581,36362f75-96d8-4ed4-a728-5e72284d0995,DG,11,95
1584,fddceb2e-82ba-493d-baba-c5d8af65981f,BST,26,10
1585,fddceb2e-82ba-493d-baba-c5d8af65981f,LSv,19,12
1586,fddceb2e-82ba-493d-baba-c5d8af65981f,CP,52,58
1587,fddceb2e-82ba-493d-baba-c5d8af65981f,MOp,154,30
1590,c2ebf259-9777-4a8f-b1de-5302776961d2,SI,13,23
1591,c2ebf259-9777-4a8f-b1de-5302776961d2,FS,10,5
1592,c2ebf259-9777-4a8f-b1de-5302776961d2,CP,117,58
1593,688606f8-9733-46f2-8331-b2dd84c5d385,SI,10,23
1594,688606f8-9733-46f2-8331-b2dd84c5d385,ACB,80,19
1595,688606f8-9733-46f2-8331-b2dd84c5d385,LSr,16,24
1598,688606f8-9733-46f2-8331-b2dd84c5d385,ILA,88,9
1599,688606f8-9733-46f2-8331-b2dd84c5d385,PL,22,15
1603,eab03c6e-bf98-48d2-8a0c-1887f34dd554,MD,16,13
1604,eab03c6e-bf98-48d2-8a0c-1887f34dd554,PVT,28,8
1607,eab03c6e-bf98-48d2-8a0c-1887f34dd554,ACAv,14,13
1608,eab03c6e-bf98-48d2-8a0c-1887f34dd554,ACAd,10,15
1609,eab03c6e-bf98-48d2-8a0c-1887f34dd554,MOs,45,39
1611,be95fb3b-d607-409a-968e-98a3e9bcb577,OT,23,13
1612,be95fb3b-d607-409a-968e-98a3e9bcb577,AON,70,14
1613,be95fb3b-d607-409a-968e-98a3e9bcb577,DP,18,13
1615,be95fb3b-d607-409a-968e-98a3e9bcb577,ORBm,57,8
1617,af2a0072-e17e-4368-b80b-1359bf6d4647,SF,10,6
1618,af2a0072-e17e-4368-b80b-1359bf6d4647,LSr,18,24
1619,af2a0072-e17e-4368-b80b-1359bf6d4647,LSc,29,8
1621,af2a0072-e17e-4368-b80b-1359bf6d4647,ACAd,18,15
1622,af2a0072-e17e-4368-b80b-1359bf6d4647,MOs,29,39
1623,af2a0072-e17e-4368-b80b-1359bf6d4647,MOp,34,30
1624,b8dbd3af-a589-41e4-878c-3372eaa1a8f6,SI,31,23
1625,b8dbd3af-a589-41e4-878c-3372eaa1a8f6,GPe,26,8
1626,b8dbd3af-a589-41e4-878c-3372eaa1a8f6,CP,18,58
1627,0b8ea3ec-e75b-41a1-9442-64f5fbc11a5a,ZI,14,34
1628,0b8ea3ec-e75b-41a1-9442-64f5fbc11a5a,VPM,30,33
1629,0b8ea3ec-e75b-41a1-9442-64f5fbc11a5a,PO,55,42
1630,0b8ea3ec-e75b-41a1-9442-64f5fbc11a5a,LP,44,59
1631,0b8ea3ec-e75b-41a1-9442-64f5fbc11a5a,DG,12,95
1633,0b8ea3ec-e75b-41a1-9442-64f5fbc11a5a,VISa,17,41
1634,a5f2ec22-0ff3-4249-bd2f-6247c3990e53,OT,17,13
1635,a5f2ec22-0ff3-4249-bd2f-6247c3990e53,MA,16,5
1636,a5f2ec22-0ff3-4249-bd2f-6247c3990e53,SI,17,23
1637,a5f2ec22-0ff3-4249-bd2f-6247c3990e53,BST,40,10
1638,a5f2ec22-0ff3-4249-bd2f-6247c3990e53,LSv,11,12
1639,a5f2ec22-0ff3-4249-bd2f-6247c3990e53,LSr,33,24
1642,5a4740a3-8e93-495d-b6cf-83dccba01d7a,CENT3,20,19
1643,5a4740a3-8e93-495d-b6cf-83dccba01d7a,CUL4 5,48,25
1645,f4bd76a6-66c9-41f3-9311-6962315f8fc8,PO,66,42
1646,f4bd76a6-66c9-41f3-9311-6962315f8fc8,LP,27,59
1649,664de6d9-bba2-424b-b76c-bb61900c015f,PIR,45,19
1651,664de6d9-bba2-424b-b76c-bb61900c015f,CP,18,58
1652,adcd791c-ead3-4572-a9cb-028bbee1d2e4,LSr,13,24
1654,adcd791c-ead3-4572-a9cb-028bbee1d2e4,DP,13,13
1655,adcd791c-ead3-4572-a9cb-028bbee1d2e4,PL,15,15
1656,adcd791c-ead3-4572-a9cb-028bbee1d2e4,ACAd,13,15
1657,adcd791c-ead3-4572-a9cb-028bbee1d2e4,MOs,68,39
1660,523f8301-4f56-4faf-ab33-a9ff11331118,PO,90,42
1663,523f8301-4f56-4faf-ab33-a9ff11331118,CA1,11,118
1667,3eb6e6e0-8a57-49d6-b7c9-f39d5834e682,VPM,17,33
1668,3eb6e6e0-8a57-49d6-b7c9-f39d5834e682,PO,74,42
1669,3eb6e6e0-8a57-49d6-b7c9-f39d5834e682,LP,42,59
1671,3eb6e6e0-8a57-49d6-b7c9-f39d5834e682,CA1,15,118
1672,3eb6e6e0-8a57-49d6-b7c9-f39d5834e682,VISa,52,41
1673,7d999a68-0215-4e45-8e6c-879c6ca2b771,VPM,11,33
1674,7d999a68-0215-4e45-8e6c-879c6ca2b771,PO,34,42
1675,7d999a68-0215-4e45-8e6c-879c6ca2b771,LP,31,59
1681,5a34d971-1cb3-4f0e-8dfe-e51e2313a668,TTd,63,11
1682,5a34d971-1cb3-4f0e-8dfe-e51e2313a668,DP,33,13
1683,5a34d971-1cb3-4f0e-8dfe-e51e2313a668,ORBvl,125,7
1684,5a34d971-1cb3-4f0e-8dfe-e51e2313a668,ORBm,181,8
1685,5a34d971-1cb3-4f0e-8dfe-e51e2313a668,PL,83,15
1686,5a34d971-1cb3-4f0e-8dfe-e51e2313a668,MOs,31,39
1687,8f2e16c4-893b-4f8f-bfb2-94fa452710ec,MG,20,12
1688,8f2e16c4-893b-4f8f-bfb2-94fa452710ec,SGN,12,7
1689,8f2e16c4-893b-4f8f-bfb2-94fa452710ec,LP,59,59
1690,8f2e16c4-893b-4f8f-bfb2-94fa452710ec,DG,15,95
1691,8f2e16c4-893b-4f8f-bfb2-94fa452710ec,CA1,10,118
1692,8f2e16c4-893b-4f8f-bfb2-94fa452710ec,VISam,37,16
1695,071f02e7-752a-4094-af79-8dd764e9d85d,PO,69,42
1696,071f02e7-752a-4094-af79-8dd764e9d85d,LP,23,59
1697,071f02e7-752a-4094-af79-8dd764e9d85d,DG,11,95
1702,e8f9fba4-d151-4b00-bee7-447f0f3e752c,COAp,17,12
1703,e8f9fba4-d151-4b00-bee7-447f0f3e752c,BMA,22,9
1707,e8f9fba4-d151-4b00-bee7-447f0f3e752c,VPM,21,33
1708,31f0400a-71f5-436c-ada4-dce50627dc73,BLA,24,5
1709,31f0400a-71f5-436c-ada4-dce50627dc73,BMA,30,9
1714,31f0400a-71f5-436c-ada4-dce50627dc73,LGd,11,20
1717,ca073754-be17-43b7-a38a-0c1e5563ff32,VPM,18,33
1718,ca073754-be17-43b7-a38a-0c1e5563ff32,PO,32,42
1719,ca073754-be17-43b7-a38a-0c1e5563ff32,LD,51,16
1723,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,LSr,90,24
1724,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,TTd,52,11
1725,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,DP,41,13
1727,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,ILA,23,9
1728,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,PL,60,15
1729,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,ACAd,38,15
1730,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,MOs,16,39
1739,38124fca-a0ac-4b58-8e8b-84a2357850e6,CM,19,6
1740,38124fca-a0ac-4b58-8e8b-84a2357850e6,MD,56,13
1742,38124fca-a0ac-4b58-8e8b-84a2357850e6,DG,20,95
1744,38124fca-a0ac-4b58-8e8b-84a2357850e6,CA1,25,118
1745,38124fca-a0ac-4b58-8e8b-84a2357850e6,RSPagl,19,16
1746,38124fca-a0ac-4b58-8e8b-84a2357850e6,SSp-tr,33,12
1747,7beb9419-113d-4e47-938c-68ab2657031e,SPA,21,4
1749,7beb9419-113d-4e47-938c-68ab2657031e,CA1,26,118
1752,dc7e9403-19f7-409f-9240-05ee57cb7aea,PAA,18,3
1753,dc7e9403-19f7-409f-9240-05ee57cb7aea,EPv,31,6
1754,dc7e9403-19f7-409f-9240-05ee57cb7aea,IA,10,2
1756,dc7e9403-19f7-409f-9240-05ee57cb7aea,CEA,81,9
1757,dc7e9403-19f7-409f-9240-05ee57cb7aea,CP,42,58
1758,dc7e9403-19f7-409f-9240-05ee57cb7aea,GPe,34,8
1759,ebd18510-c263-4d5b-a736-a588862a6972,LSr,44,24
1761,ebd18510-c263-4d5b-a736-a588862a6972,ACAd,20,15
1762,ebd18510-c263-4d5b-a736-a588862a6972,MOs,146,39
1763,5a2f99aa-d3f5-469d-882e-0a16ee869746,OT,20,13
1764,5a2f99aa-d3f5-469d-882e-0a16ee869746,SI,10,23
1765,5a2f99aa-d3f5-469d-882e-0a16ee869746,ACB,51,19
1766,5a2f99aa-d3f5-469d-882e-0a16ee869746,CP,178,58
1767,a6f9e4d5-5f20-4a98-9118-22187f4d230b,AM,31,6
1768,a6f9e4d5-5f20-4a98-9118-22187f4d230b,AV,39,6
1770,a6f9e4d5-5f20-4a98-9118-22187f4d230b,SSp-ll,43,7
1771,f4f45cff-c45c-413a-92ea-b6533e3e0019,PIR,37,19
1772,f4f45cff-c45c-413a-92ea-b6533e3e0019,CP,53,58
1776,41b9162e-df67-4321-b2e6-02ff851816c5,SMT,40,4
1777,41b9162e-df67-4321-b2e6-02ff851816c5,PCN,18,5
1778,41b9162e-df67-4321-b2e6-02ff851816c5,MD,65,13
1782,f03b61b4-6b13-479d-940f-d1608eb275cc,PO,34,42
1783,f03b61b4-6b13-479d-940f-d1608eb275cc,Eth,35,16
1784,f03b61b4-6b13-479d-940f-d1608eb275cc,LP,22,59
1785,f03b61b4-6b13-479d-940f-d1608eb275cc,DG,19,95
1787,f03b61b4-6b13-479d-940f-d1608eb275cc,VISa,55,41
1788,8ab470cc-de5a-4d65-92bd-9a25fbe6d07d,MRN,18,74
1790,8ab470cc-de5a-4d65-92bd-9a25fbe6d07d,APN,65,40
1792,8ab470cc-de5a-4d65-92bd-9a25fbe6d07d,CA1,18,118
1796,55001cb4-e10f-4657-9760-1228b590a69c,PO,43,42
1797,55001cb4-e10f-4657-9760-1228b590a69c,Eth,23,16
1804,8f4fd564-7e34-4113-a6e4-ae40faa64f7a,MOs,85,39
1805,bf99284f-dc34-4652-baf1-ffaa1cc7fb05,MEA,14,9
1808,749cb2b7-e57e-4453-a794-f6230e4d0226,AON,25,14
1809,749cb2b7-e57e-4453-a794-f6230e4d0226,DP,12,13
1811,749cb2b7-e57e-4453-a794-f6230e4d0226,ORBvl,91,7
1813,749cb2b7-e57e-4453-a794-f6230e4d0226,MOs,152,39
1814,2b3c3126-11f3-4a8e-aa44-2f965bf8ab9c,ACB,28,19
1815,2b3c3126-11f3-4a8e-aa44-2f965bf8ab9c,CP,117,58
1816,2b3c3126-11f3-4a8e-aa44-2f965bf8ab9c,MOs,59,39
1822,76de0e1a-30aa-4713-9fe5-25ad2dff653f,APN,25,40
1823,76de0e1a-30aa-4713-9fe5-25ad2dff653f,DG,14,95
1826,7bd5627e-b02e-47f1-b476-4bf8eaa726b3,CP,116,58
1827,7bd5627e-b02e-47f1-b476-4bf8eaa726b3,MOp,54,30
1828,9915765e-ff15-4371-b1aa-c2ef1db8a254,COAp,40,12
1829,9915765e-ff15-4371-b1aa-c2ef1db8a254,BMA,23,9
1832,2201eb05-aebe-4bda-905e-b5cc1baf3840,SIM,58,16
1834,39180bcb-13e5-46f9-89e1-8ea2cba22105,GPe,16,8
1837,3ccb2d59-9e94-48e6-9e72-0b7b96bd3f9b,MDRN,29,5
1838,3ccb2d59-9e94-48e6-9e72-0b7b96bd3f9b,IRN,21,22
1848,10f59add-706e-41d0-87ed-9a55eb138a66,SPVI,22,10
1852,68f06c5f-8566-4a4f-a4b1-ab8398724913,MDRN,31,5
1854,68f06c5f-8566-4a4f-a4b1-ab8398724913,ECU,15,2
1861,ee320f72-b613-4acd-b10d-3ceef332a949,HATA,28,6
1864,f3988aec-b8c7-47d9-b1a0-5334eed7f92c,PRM,15,15
1865,f3988aec-b8c7-47d9-b1a0-5334eed7f92c,ANcr2,15,14
1868,4b93a168-0f3b-4124-88fa-a57046ca70e1,POL,14,13
1872,4b93a168-0f3b-4124-88fa-a57046ca70e1,VISp,10,26
1874,642a3373-6fee-4f2a-b8d6-38dd42ada763,APN,14,40
1880,5d9a5895-0f28-416c-a6d6-3e781658ea57,ANcr2,17,14
1881,0685d767-80a2-49b6-a51a-0e9b1dd7a14d,IRN,28,22
1884,0685d767-80a2-49b6-a51a-0e9b1dd7a14d,PB,31,19
1887,291fcd13-b629-49c0-baf8-57ed1351050e,MV,22,19
1894,6a098711-5423-4072-8909-7cff0e2d4531,CENT3,14,19
1896,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,P5,13,2
1898,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,SUT,12,6
1902,d403c464-9d91-4338-b64b-81c299356972,PRE,24,7
1905,ce24bbe9-ae70-4659-9e9c-564d1a865de8,MARN,16,3
1906,ce24bbe9-ae70-4659-9e9c-564d1a865de8,GRN,35,12
1909,ce24bbe9-ae70-4659-9e9c-564d1a865de8,CENT2,34,10
1912,ce397420-3cd2-4a55-8fd1-5e28321981f4,PO,49,42
1913,ce397420-3cd2-4a55-8fd1-5e28321981f4,Eth,32,16
1914,ce397420-3cd2-4a55-8fd1-5e28321981f4,LP,49,59
1916,ce397420-3cd2-4a55-8fd1-5e28321981f4,CA1,12,118
1917,ce397420-3cd2-4a55-8fd1-5e28321981f4,VISa,55,41
1918,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,SPVC,17,3
1920,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,UVU,10,6
1921,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,COPY,15,13
1922,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,PYR,19,4
1924,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,DEC,19,6
1926,869bac48-ad1b-46b8-be00-cf6b26aea40e,NOD,19,9
1933,c0c3c95d-43c3-4e30-9ce7-0519d0473911,CA1,11,118
1940,099c0519-640b-4eb7-867c-998dc337579d,SSp-bfd,21,22
1941,04c9890f-2276-4c20-854f-305ff5c9b6cf,MARN,11,3
1942,04c9890f-2276-4c20-854f-305ff5c9b6cf,GRN,50,12
1946,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,RT,13,16
1947,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,SSp-bfd,10,22
1949,143dd7cf-6a47-47a1-906d-927ad7fe9117,PoT,40,19
1950,143dd7cf-6a47-47a1-906d-927ad7fe9117,SGN,25,7
1951,143dd7cf-6a47-47a1-906d-927ad7fe9117,LP,40,59
1955,72c095b0-c7ab-4e22-a4aa-4163102de553,IRN,11,22
1963,de5d704c-4a5b-4fb0-b4af-71614c510a8b,COPY,22,13
1967,de5d704c-4a5b-4fb0-b4af-71614c510a8b,DEC,14,6
1968,0228bcfd-632e-49bd-acd4-c334cf9213e9,COPY,13,13
1971,0228bcfd-632e-49bd-acd4-c334cf9213e9,DEC,25,6
1973,ffb1b072-2de7-44a4-8115-5799b9866382,IRN,18,22
1978,25e75514-43e1-4c07-9fea-581bd203b55c,MDRN,30,5
1985,58b271d5-f728-4de8-b2ae-51908931247c,PRM,19,15
1986,58b271d5-f728-4de8-b2ae-51908931247c,ANcr2,18,14
1987,58b271d5-f728-4de8-b2ae-51908931247c,ANcr1,27,8
1989,577e4741-4b15-4e91-b81b-61304a09bfb5,MV,12,19
1992,810416d1-ce3c-4b2e-a827-6cdc65c8cd5c,PR,20,2
1993,810416d1-ce3c-4b2e-a827-6cdc65c8cd5c,SMT,12,4
1995,810416d1-ce3c-4b2e-a827-6cdc65c8cd5c,MD,24,13
1999,485b50c8-71e1-4654-9a07-64395c15f5ed,MRN,12,74
2000,485b50c8-71e1-4654-9a07-64395c15f5ed,APN,21,40
2001,485b50c8-71e1-4654-9a07-64395c15f5ed,CA1,23,118
2005,0aafb6f1-6c10-4886-8f03-543988e02d9e,APN,45,40
2007,0aafb6f1-6c10-4886-8f03-543988e02d9e,CA1,15,118
2008,0aafb6f1-6c10-4886-8f03-543988e02d9e,VISa,24,41
2009,3283d8ec-1436-4529-8a16-941bbf65c91d,SI,10,23
2011,3283d8ec-1436-4529-8a16-941bbf65c91d,BST,10,10
2012,3283d8ec-1436-4529-8a16-941bbf65c91d,LSv,14,12
2013,3283d8ec-1436-4529-8a16-941bbf65c91d,LSr,43,24
2017,92564b0d-7b57-45e1-8ec5-41f95340995e,CA1,12,118
2018,11a5a93e-58a9-4ed0-995e-52279ec16b98,VPM,54,33
2019,11a5a93e-58a9-4ed0-995e-52279ec16b98,PO,17,42
2020,11a5a93e-58a9-4ed0-995e-52279ec16b98,LP,31,59
2021,11a5a93e-58a9-4ed0-995e-52279ec16b98,LGd,25,20
2023,11a5a93e-58a9-4ed0-995e-52279ec16b98,DG,12,95
2024,11a5a93e-58a9-4ed0-995e-52279ec16b98,CA1,17,118
2025,11a5a93e-58a9-4ed0-995e-52279ec16b98,VISa,16,41
2030,46630957-63fd-4d0d-a2ba-8766f0796db8,BLA,62,5
2032,46630957-63fd-4d0d-a2ba-8766f0796db8,LA,28,3
2033,46630957-63fd-4d0d-a2ba-8766f0796db8,CP,49,58
2034,46630957-63fd-4d0d-a2ba-8766f0796db8,SSp-bfd,14,22
2036,20469b30-1cd8-4078-9883-a840a0f6d787,ILA,34,9
2037,20469b30-1cd8-4078-9883-a840a0f6d787,ORBm,18,8
2039,d3b3c9a7-cf6a-4d25-b8da-e0f599a26191,MRN,15,74
2041,d3b3c9a7-cf6a-4d25-b8da-e0f599a26191,NPC,12,6
2044,8aba5f8c-4438-4588-9bb0-b20d2fd3eca5,ORBm,18,8
2047,b549e337-acc5-4837-9c56-e53b173fe5fe,ACB,20,19
2048,b549e337-acc5-4837-9c56-e53b173fe5fe,ORBl,86,9
2052,57c5856a-c7bd-4d0f-87c6-37005b1484aa,IRN,20,22
2053,57c5856a-c7bd-4d0f-87c6-37005b1484aa,MV,17,19
2056,bc2f8bde-9498-41d7-b9db-83bd05cd34ba,SPVO,11,6
2062,f698f893-da01-49a1-ae4b-16f7e42e5ff5,SUB,49,22
2064,f698f893-da01-49a1-ae4b-16f7e42e5ff5,VISli,10,7
2066,84fd7fa3-6c2d-4233-b265-46a427d3d68d,VPM,25,33
2067,84fd7fa3-6c2d-4233-b265-46a427d3d68d,PO,20,42
2068,84fd7fa3-6c2d-4233-b265-46a427d3d68d,LP,28,59
2072,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,SPVI,41,10
2076,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,PRM,10,15
2077,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,ANcr2,15,14
2078,d8c7d3f2-f8e7-451d-bca1-7800f4ef52ed,PRM,17,15
2079,d8c7d3f2-f8e7-451d-bca1-7800f4ef52ed,ANcr2,13,14
2081,5b489aee-75e8-42af-aca6-3026d9a54c2d,PARN,11,15
2082,5b489aee-75e8-42af-aca6-3026d9a54c2d,I5,12,3
2084,5b489aee-75e8-42af-aca6-3026d9a54c2d,CUL4 5,20,25
2087,da57bb3a-b0f2-465d-a5fc-cc84341450b0,V,37,6
2092,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,PAR,20,6
2097,76c5c1a1-3617-4727-9f75-d975c9a08203,SPIV,26,10
