,eid,Paw,Pupil,Nose_tip,Licks
334,1a507308-c63a-4e02-8f32-3239a07dc578,PASS,WARNING,PASS,PASS
335,f5591ac5-311d-4fa8-9bad-029d7be9c491,PASS,WARNING,PASS,PASS
336,ab8a0899-a59f-42e4-8807-95b14056104b,PASS,WARNING,PASS,PASS
337,71e03be6-b497-4991-a121-9416dcc1a6e7,PASS,WARNING,PASS,PASS
338,d0ea3148-948d-4817-94f8-dcaf2342bbbe,PASS,PASS,PASS,PASS
339,4aa1d525-5c7d-4c50-a147-ec53a9014812,PASS,PASS,PASS,PASS
340,9b5a1754-ac99-4d53-97d3-35c2f6638507,PASS,WARNING,PASS,PASS
341,2c44a360-5a56-4971-8009-f469fb59de98,PASS,PASS,PASS,PASS
342,2c44a360-5a56-4971-8009-f469fb59de98,PASS,PASS,PASS,PASS
343,3f6e25ae-c007-4dc3-aa77-450fd5705046,PASS,WARNING,PASS,PASS
344,113c5b6c-940e-4b21-b462-789b4c2be0e5,PASS,PASS,PASS,PASS
345,0b7ee1b6-42db-46cd-a465-08f531366187,PASS,PASS,PASS,PASS
346,a4a74102-2af5-45dc-9e41-ef7f5aed88be,PASS,PASS,PASS,PASS
347,a4a74102-2af5-45dc-9e41-ef7f5aed88be,PASS,PASS,PASS,PASS
348,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,PASS,WARNING,PASS,PASS
349,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,PASS,WARNING,PASS,PASS
350,d0c91c3c-8cbb-4929-8657-31f18bffc294,PASS,WARNING,PASS,PASS
351,6f6d2c8e-28be-49f4-ae4d-06be2d3148c1,PASS,WARNING,PASS,PASS
352,88224abb-5746-431f-9c17-17d7ef806e6a,PASS,WARNING,PASS,PASS
353,88224abb-5746-431f-9c17-17d7ef806e6a,PASS,WARNING,PASS,PASS
354,7cec9792-b8f9-4878-be7e-f08103dc0323,PASS,WARNING,PASS,WARNING
355,0802ced5-33a3-405e-8336-b65ebc5cb07c,PASS,WARNING,PASS,PASS
356,0802ced5-33a3-405e-8336-b65ebc5cb07c,PASS,WARNING,PASS,PASS
357,dd4da095-4a99-4bf3-9727-f735077dba66,,,,
358,dd4da095-4a99-4bf3-9727-f735077dba66,,,,
359,e5fae088-ed96-4d9b-82f9-dfd13c259d52,,,,
360,21e16736-fd59-44c7-b938-9b1333d25da8,PASS,PASS,PASS,PASS
361,53738f95-bd08-4d9d-9133-483fdb19e8da,PASS,PASS,PASS,PASS
362,d33baf74-263c-4b37-a0d0-b79dcb80a764,PASS,PASS,PASS,PASS
363,259927fd-7563-4b03-bc5d-17b4d0fa7a55,PLOTTING ERRORS,,,PASS
364,259927fd-7563-4b03-bc5d-17b4d0fa7a55,PLOTTING ERRORS,,,PASS
365,510b1a50-825d-44ce-86f6-9678f5396e02,PASS,WARNING,PASS,PASS
366,193fe7a8-4eb5-4f3e-815a-0c45864ddd77,PASS,PASS,PASS,PASS
367,ff4187b5-4176-4e39-8894-53a24b7cf36b,PASS,PASS,PASS,PASS
368,ff4187b5-4176-4e39-8894-53a24b7cf36b,PASS,PASS,PASS,PASS
369,465c44bd-2e67-4112-977b-36e1ac7e3f8c,PASS,WARNING,PASS,PASS
370,465c44bd-2e67-4112-977b-36e1ac7e3f8c,PASS,WARNING,PASS,PASS
371,e49d8ee7-24b9-416a-9d04-9be33b655f40,PLOTTING ERRORS,,,PASS
372,ee40aece-cffd-4edb-a4b6-155f158c666a,PASS,WARNING,PASS,PASS
373,ee40aece-cffd-4edb-a4b6-155f158c666a,PASS,WARNING,PASS,PASS
374,f8d5c8b0-b931-4151-b86c-c471e2e80e5d,PASS,PASS,PASS,PASS
375,f8d5c8b0-b931-4151-b86c-c471e2e80e5d,PASS,PASS,PASS,PASS
376,cb2ad999-a6cb-42ff-bf71-1774c57e5308,PASS,PASS,PASS,PASS
377,cb2ad999-a6cb-42ff-bf71-1774c57e5308,PASS,PASS,PASS,PASS
378,934dd7a4-fbdc-459c-8830-04fe9033bc28,,,,
379,fe1fd79f-b051-411f-a0a9-2530a02cc78d,PASS,WARNING,PASS,PASS
380,fe1fd79f-b051-411f-a0a9-2530a02cc78d,PASS,WARNING,PASS,PASS
381,4d8c7767-981c-4347-8e5e-5d5fffe38534,,,,
382,4d8c7767-981c-4347-8e5e-5d5fffe38534,,,,
383,1e45d992-c356-40e1-9be1-a506d944896f,FAIL,FAIL,FAIL,FAIL
384,1e45d992-c356-40e1-9be1-a506d944896f,FAIL,FAIL,FAIL,FAIL
385,03063955-2523-47bd-ae57-f7489dd40f15,PASS,FAIL,PASS,FAIL
386,768a371d-7e88-47f8-bf21-4a6a6570dd6e,PASS,FAIL,PASS,FAIL
387,768a371d-7e88-47f8-bf21-4a6a6570dd6e,PASS,FAIL,PASS,FAIL
388,45ef6691-7b80-4a43-bd1a-85fc00851ae8,PASS,FAIL,PASS,FAIL
389,45ef6691-7b80-4a43-bd1a-85fc00851ae8,PASS,FAIL,PASS,FAIL
390,fc14c0d6-51cf-48ba-b326-56ed5a9420c3,,,,
391,7416f387-b302-4ca3-8daf-03b585a1b7ec,PASS,WARNING,PASS,PASS
392,7416f387-b302-4ca3-8daf-03b585a1b7ec,PASS,WARNING,PASS,PASS
393,1928bf72-2002-46a6-8930-728420402e01,PASS,FAIL,PASS,FAIL
394,1928bf72-2002-46a6-8930-728420402e01,PASS,FAIL,PASS,FAIL
395,22e04698-b974-4805-b241-3b547dbf37bf,PASS,WARNING,PASS,PASS
396,7cb81727-2097-4b52-b480-c89867b5b34c,PASS,WARNING,PASS,PASS
397,7cb81727-2097-4b52-b480-c89867b5b34c,PASS,WARNING,PASS,PASS
398,f84045b0-ce09-4ace-9d11-5ea491620707,PASS,FAIL,PASS,FAIL
399,f84045b0-ce09-4ace-9d11-5ea491620707,PASS,FAIL,PASS,FAIL
400,239cdbb1-68e2-4eb0-91d8-ae5ae4001c7a,PASS,WARNING,PASS,PASS
401,239cdbb1-68e2-4eb0-91d8-ae5ae4001c7a,PASS,WARNING,PASS,PASS
402,75b6b132-d998-4fba-8482-961418ac957d,PASS,FAIL,PASS,PASS
403,75b6b132-d998-4fba-8482-961418ac957d,PASS,FAIL,PASS,PASS
404,032452e9-1886-449d-9c13-0f192572e19f,PASS,FAIL,PASS,PASS
405,56b57c38-2699-4091-90a8-aba35103155e,PASS,WARNING,PASS,PASS
406,56b57c38-2699-4091-90a8-aba35103155e,PASS,WARNING,PASS,PASS
407,91796ceb-e314-4859-9a1f-092f85cc846a,PASS,FAIL,PASS,FAIL
408,6c6983ef-7383-4989-9183-32b1a300d17a,PASS,FAIL,PASS,FAIL
409,6c6983ef-7383-4989-9183-32b1a300d17a,PASS,FAIL,PASS,FAIL
410,eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0,PASS,FAIL,PASS,PASS
411,eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0,PASS,FAIL,PASS,PASS
412,671c7ea7-6726-4fbe-adeb-f89c2c8e489b,PASS,FAIL,PASS,FAIL
413,671c7ea7-6726-4fbe-adeb-f89c2c8e489b,PASS,FAIL,PASS,FAIL
414,6bb5da8f-6858-4fdd-96d9-c34b3b841593,PASS,FAIL,PASS,FAIL
415,3638d102-e8b6-4230-8742-e548cd87a949,PASS,WARNING,PASS,PASS
416,f1db6257-85ef-4385-b415-2d078ec75df2,PASS,WARNING,PASS,PASS
417,f1db6257-85ef-4385-b415-2d078ec75df2,PASS,WARNING,PASS,PASS
418,d3a2b25e-46d3-4f0b-ade6-4e32255f4c35,PASS,WARNING,PASS,PASS
419,d3a2b25e-46d3-4f0b-ade6-4e32255f4c35,PASS,WARNING,PASS,PASS
420,9545aa05-3945-4054-a5c3-a259f7209d61,PASS,WARNING,PASS,PASS
421,9545aa05-3945-4054-a5c3-a259f7209d61,PASS,WARNING,PASS,PASS
422,1425bd6f-c625-4f6a-b237-dc5bcfc42c87,PASS,WARNING,PASS,PASS
423,e6043c7d-8f6e-4b66-8309-2ec0abac0f79,PASS,FAIL,PASS,WARNING
424,9b528ad0-4599-4a55-9148-96cc1d93fb24,PASS,WARNING,PASS,FAIL
425,63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9,PASS,WARNING,PASS,WARNING
426,63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9,PASS,WARNING,PASS,WARNING
427,3e6a97d3-3991-49e2-b346-6948cb4580fb,PASS,WARNING,PASS,PASS
428,3e6a97d3-3991-49e2-b346-6948cb4580fb,PASS,WARNING,PASS,PASS
429,eacc49a9-f3a1-49f1-b87f-0972f90ee837,PASS,FAIL,PASS,WARNING
430,eacc49a9-f3a1-49f1-b87f-0972f90ee837,PASS,FAIL,PASS,WARNING
431,5b49aca6-a6f4-4075-931a-617ad64c219c,PASS,WARNING,PASS,FAIL
432,d901aff5-2250-467a-b4a1-0cb9729df9e2,PASS,WARNING,PASS,PASS
433,27ef44c0-acb2-4220-b776-477d0d5abd35,PASS,WARNING,PASS,FAIL
434,27ef44c0-acb2-4220-b776-477d0d5abd35,PASS,WARNING,PASS,FAIL
435,1ca83b26-30fc-4350-a616-c38b7d00d240,PASS,WARNING,PASS,WARNING
436,1ca83b26-30fc-4350-a616-c38b7d00d240,PASS,WARNING,PASS,WARNING
437,e0928e11-2b86-4387-a203-80c77fab5d52,PASS,WARNING,PASS,PASS
438,e0928e11-2b86-4387-a203-80c77fab5d52,PASS,WARNING,PASS,PASS
439,6c6b0d06-6039-4525-a74b-58cfaa1d3a60,PASS,FAIL,PASS,PASS
440,6c6b0d06-6039-4525-a74b-58cfaa1d3a60,PASS,FAIL,PASS,PASS
441,0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde,PASS,WARNING,PASS,PASS
442,0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde,PASS,WARNING,PASS,PASS
443,ae8787b1-4229-4d56-b0c2-566b61a25b77,PASS,WARNING,PASS,PASS
444,5139ce2c-7d52-44bf-8129-692d61dd6403,PASS,FAIL,PASS,FAIL
445,5139ce2c-7d52-44bf-8129-692d61dd6403,PASS,FAIL,PASS,FAIL
446,49368f16-de69-4647-9a7a-761e94517821,PASS,FAIL,PASS,FAIL
447,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,,,,
448,d832d9f7-c96a-4f63-8921-516ba4a7b61f,PLOTTING ERRORS,,,
449,dcceebe5-4589-44df-a1c1-9fa33e779727,,,,
450,cae5cd75-55e5-4277-8db3-cf4d6c5ff918,,,,
451,4ef13091-1bc8-4f32-9619-107bdf48540c,,,,
452,4ddb8a95-788b-48d0-8a0a-66c7c796da96,,,,
453,4ddb8a95-788b-48d0-8a0a-66c7c796da96,,,,
454,f8041c1e-5ef4-4ae6-afec-ed82d7a74dc1,,,,
455,65f5c9b4-4440-48b9-b914-c593a5184a18,,,,
456,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,,,,
457,5285c561-80da-4563-8694-739da92e5dd0,PASS,WARNING,PASS,PASS
458,5285c561-80da-4563-8694-739da92e5dd0,PASS,WARNING,PASS,PASS
459,ff96bfe1-d925-4553-94b5-bf8297adf259,PASS,WARNING,PASS,WARNING
460,ff96bfe1-d925-4553-94b5-bf8297adf259,PASS,WARNING,PASS,WARNING
461,a9138924-4395-4981-83d1-530f6ff7c8fc,PASS,WARNING,PASS,FAIL
462,8c2f7f4d-7346-42a4-a715-4d37a5208535,,,,
463,09394481-8dd2-4d5c-9327-f2753ede92d7,PASS,WARNING,PASS,PASS
464,09394481-8dd2-4d5c-9327-f2753ede92d7,PASS,WARNING,PASS,PASS
465,dc21e80d-97d7-44ca-a729-a8e3f9b14305,PASS,WARNING,PASS,PASS
466,25d1920e-a2af-4b6c-9f2e-fc6c65576544,,,,
467,25d1920e-a2af-4b6c-9f2e-fc6c65576544,,,,
468,c728f6fd-58e2-448d-aefb-a72c637b604c,,,,
469,c728f6fd-58e2-448d-aefb-a72c637b604c,,,,
470,952870e5-f2a7-4518-9e6d-71585460f6fe,,,,
471,952870e5-f2a7-4518-9e6d-71585460f6fe,,,,
472,f304211a-81b1-446f-a435-25e589fe3a5a,,,,
473,f304211a-81b1-446f-a435-25e589fe3a5a,,,,
474,73918ae1-e4fd-4c18-b132-00cb555b1ad2,,,,
475,73918ae1-e4fd-4c18-b132-00cb555b1ad2,,,,
476,d2832a38-27f6-452d-91d6-af72d794136c,PASS,WARNING,PASS,WARNING
477,0cc486c3-8c7b-494d-aa04-b70e2690bcba,PASS,WARNING,PASS,PASS
478,e9fc0a2d-c69d-44d1-9fa3-314782387cae,PASS,WARNING,PASS,PASS
479,af55d16f-0e31-4073-bdb5-26da54914aa2,,,,
480,821f1883-27f3-411d-afd3-fb8241bbc39a,PASS,WARNING,PASS,PASS
481,69a0e953-a643-4f0e-bb26-dc65af3ea7d7,WARNING,WARNING,PASS,PASS
482,86b6ba67-c1db-4333-add0-f8105ea6e363,PASS,WARNING,PASS,PASS
483,86b6ba67-c1db-4333-add0-f8105ea6e363,PASS,WARNING,PASS,PASS
484,58b1e920-cfc8-467e-b28b-7654a55d0977,WARNING,WARNING,PASS,PASS
485,3e7ae7c0-fe8b-487c-9354-036236fa1010,,,,
486,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,,,,
487,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,,,,
488,03cf52f6-fba6-4743-a42e-dd1ac3072343,,,,
489,03cf52f6-fba6-4743-a42e-dd1ac3072343,,,,
490,da188f2c-553c-4e04-879b-c9ea2d1b9a93,,,,
491,da188f2c-553c-4e04-879b-c9ea2d1b9a93,,,,
492,7f6b86f9-879a-4ea2-8531-294a221af5d0,,,,
493,7f6b86f9-879a-4ea2-8531-294a221af5d0,,,,
494,5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,,,,
495,5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,,,,
496,49e0ab27-827a-4c91-bcaa-97eea27a1b8d,,,,
497,49e0ab27-827a-4c91-bcaa-97eea27a1b8d,,,,
498,edd22318-216c-44ff-bc24-49ce8be78374,,,,
499,edd22318-216c-44ff-bc24-49ce8be78374,,,,
500,8db36de1-8f17-4446-b527-b5d91909b45a,,,,
501,1eac875c-feaa-4a30-b148-059b954b11d8,,,,
502,41431f53-69fd-4e3b-80ce-ea62e03bf9c7,,,,
503,41431f53-69fd-4e3b-80ce-ea62e03bf9c7,,,,
504,a66f1593-dafd-4982-9b66-f9554b6c86b5,,,,
505,a66f1593-dafd-4982-9b66-f9554b6c86b5,,,,
506,a82800ce-f4e3-4464-9b80-4c3d6fade333,,,,
507,a82800ce-f4e3-4464-9b80-4c3d6fade333,,,,
508,6a601cc5-7b79-4c75-b0e8-552246532f82,,,,
509,6a601cc5-7b79-4c75-b0e8-552246532f82,,,,
510,90e74228-fd1a-482f-bd56-05dbad132861,,,,
511,b81e3e11-9a60-4114-b894-09f85074d9c3,,,,
512,8207abc6-6b23-4762-92b4-82e05bed5143,,,,
513,20c112a1-8a42-44e0-a4cd-e5b932f7bda9,,,,
514,20c112a1-8a42-44e0-a4cd-e5b932f7bda9,,,,
515,549caacc-3bd7-40f1-913d-e94141816547,,,,
516,549caacc-3bd7-40f1-913d-e94141816547,,,,
517,6274dda8-3a59-4aa1-95f8-a8a549c46a26,,,,
518,6274dda8-3a59-4aa1-95f8-a8a549c46a26,,,,
519,ff48aa1d-ef30-4903-ac34-8c41b738c1b9,,,,
520,280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3,,,,
521,280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3,,,,
522,c557324b-b95d-414c-888f-6ee1329a2329,,,,
523,c557324b-b95d-414c-888f-6ee1329a2329,,,,
524,5d01d14e-aced-4465-8f8e-9a1c674f62ec,,,,
525,5d01d14e-aced-4465-8f8e-9a1c674f62ec,,,,
526,e56541a5-a6d5-4750-b1fe-f6b5257bfe7c,,,,
527,81a78eac-9d36-4f90-a73a-7eb3ad7f770b,,,,
528,81a78eac-9d36-4f90-a73a-7eb3ad7f770b,,,,
529,626126d5-eecf-4e9b-900e-ec29a17ece07,,,,
530,626126d5-eecf-4e9b-900e-ec29a17ece07,,,,
531,b69b86be-af7d-4ecf-8cbf-0cd356afa1bd,,,,
532,b69b86be-af7d-4ecf-8cbf-0cd356afa1bd,,,,
533,15763234-d21e-491f-a01b-1238eb96d389,,,,
534,e349a2e7-50a3-47ca-bc45-20d1899854ec,,,,
535,1ec23a70-b94b-4e9c-a0df-8c2151da3761,,,,
536,1ec23a70-b94b-4e9c-a0df-8c2151da3761,,,,
537,fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,,,,
538,fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,,,,
539,5522ac4b-0e41-4c53-836a-aaa17e82b9eb,,,,
540,5522ac4b-0e41-4c53-836a-aaa17e82b9eb,,,,
541,993c7024-0abc-4028-ad30-d397ad55b084,,,,
542,993c7024-0abc-4028-ad30-d397ad55b084,,,,
543,fece187f-b47f-4870-a1d6-619afe942a7d,,,,
544,fece187f-b47f-4870-a1d6-619afe942a7d,,,,
545,c7bd79c9-c47e-4ea5-aea3-74dda991b48e,,,,
546,c7bd79c9-c47e-4ea5-aea3-74dda991b48e,,,,
